hours,mean_0 aSf 10 PrLDm,sd_0 aSf 10 PrLDm,mean_0 aSf 15 PrLDm,sd_0 aSf 15 PrLDm,mean_0 aSf 20 PrLDm,sd_0 aSf 20 PrLDm,mean_0 aSf 25 PrLDm,sd_0 aSf 25 PrLDm,mean_0 aSf 30 PrLDm,sd_0 aSf 30 PrLDm,mean_0 aSf 5 PrLDm,sd_0 aSf 5 PrLDm,mean_0.1 aSf 0 PrLDm,sd_0.1 aSf 0 PrLDm,mean_0.1 aSf 10 PrLDm,sd_0.1 aSf 10 PrLDm,mean_0.1 aSf 15 PrLDm,sd_0.1 aSf 15 PrLDm,mean_0.1 aSf 20 PrLDm,sd_0.1 aSf 20 PrLDm,mean_0.1 aSf 25 PrLDm,sd_0.1 aSf 25 PrLDm,mean_0.1 aSf 30 PrLDm,sd_0.1 aSf 30 PrLDm,mean_0.1 aSf 5 PrLDm,sd_0.1 aSf 5 PrLDm,mean_0.5 aSf 0 PrLDm,sd_0.5 aSf 0 PrLDm,mean_0.5 aSf 10 PrLDm,sd_0.5 aSf 10 PrLDm,mean_0.5 aSf 15 PrLDm,sd_0.5 aSf 15 PrLDm,mean_0.5 aSf 20 PrLDm,sd_0.5 aSf 20 PrLDm,mean_0.5 aSf 25 PrLDm,sd_0.5 aSf 25 PrLDm,mean_0.5 aSf 30 PrLDm,sd_0.5 aSf 30 PrLDm,mean_0.5 aSf 5 PrLDm,sd_0.5 aSf 5 PrLDm,mean_01 aSf 0 PrLDm,sd_01 aSf 0 PrLDm,mean_01 aSf 10 PrLDm,sd_01 aSf 10 PrLDm,mean_01 aSf 15 PrLDm,sd_01 aSf 15 PrLDm,mean_01 aSf 20 PrLDm,sd_01 aSf 20 PrLDm,mean_01 aSf 25 PrLDm,sd_01 aSf 25 PrLDm,mean_01 aSf 30 PrLDm,sd_01 aSf 30 PrLDm,mean_01 aSf 5 PrLDm,sd_01 aSf 5 PrLDm,mean_2 aSf 0 PrLDm,sd_2 aSf 0 PrLDm,mean_2 aSf 10 PrLDm,sd_2 aSf 10 PrLDm,mean_2 aSf 15 PrLDm,sd_2 aSf 15 PrLDm,mean_2 aSf 20 PrLDm,sd_2 aSf 20 PrLDm,mean_2 aSf 25 PrLDm,sd_2 aSf 25 PrLDm,mean_2 aSf 30 PrLDm,sd_2 aSf 30 PrLDm,mean_2 aSf 5 PrLDm,sd_2 aSf 5 PrLDm,mean_4 aSf 0 PrLDm,sd_4 aSf 0 PrLDm,mean_4 aSf 10 PrLDm,sd_4 aSf 10 PrLDm,mean_4 aSf 15 PrLDm,sd_4 aSf 15 PrLDm,mean_4 aSf 20 PrLDm,sd_4 aSf 20 PrLDm,mean_4 aSf 25 PrLDm,sd_4 aSf 25 PrLDm,mean_4 aSf 30 PrLDm,sd_4 aSf 30 PrLDm,mean_4 aSf 5 PrLDm,sd_4 aSf 5 PrLDm
3.333,3157.179579,83.3942405,3169.58272,80.54189328,3256.447404,114.4842238,3228.477211,131.8388691,3404.272463,85.36343751,3182.85451,89.05559143,3220.249605,124.0580181,3179.086392,59.73743367,3278.589499,177.0762796,3283.240415,93.75414298,3317.838871,70.87733095,3338.515095,91.7868061,3139.638683,20.77198065,3162.901643,56.27677664,3404.539057,146.8373567,3387.82413,143.7146247,3426.033625,102.1655431,3286.624003,58.83089196,3298.646928,158.0256853,3251.64134,51.51659093,3146.139771,52.65423788,3143.641747,74.40678652,3216.93658,70.66434092,261.4849748,105.2156991,3204.98475,102.6453888,3281.855202,117.5481024,3080.569819,37.25242136,3225.548148,81.60069968,3242.981131,65.04466225,3286.657275,28.97643525,3395.629904,139.0198914,3362.669813,127.9058563,1479.574467,59.24896811,3068.039918,64.91601153,3442.336935,138.804569,3195.719464,43.31527401,3327.560464,135.1148899,3341.970078,173.1778729,3463.338143,170.2111448,3379.027677,152.5100803,3155.751078,58.93878581
3.667,3152.987172,115.5347832,3178.660995,83.74402163,3261.355916,106.2498132,3234.12566,136.8151194,3407.462803,88.81830342,3174.870049,70.06796444,3224.525714,125.4202478,3180.022537,39.04048791,3255.378972,114.8211865,3281.176805,111.6622543,3318.879157,86.92590998,3334.14203,97.00792264,3147.396406,29.17329434,3189.295082,50.97468162,3388.121424,166.0444126,3393.57225,146.2081131,3414.612597,113.6447509,3284.69917,57.02725976,3312.450584,176.2957475,3246.52351,76.78212943,3135.963988,42.96350039,3144.493965,69.44928418,3222.49299,84.02773769,270.0803377,124.1215993,3196.419546,102.1673461,3286.240493,137.7173439,3082.472247,37.69170232,3224.414153,82.67607496,3229.314362,44.56908759,3286.893469,33.41085661,3399.95831,139.4347656,3349.030695,136.5121788,1640.468406,369.616525,3057.781134,52.51373188,3442.849596,138.4163739,3197.753665,55.49516684,3336.057862,159.881769,3318.322788,129.625878,3459.073066,170.6963329,3392.651198,158.3577041,3162.831281,54.89980373
4,3147.886033,87.39512926,3196.441811,85.93126459,3263.26356,117.2271464,3241.665784,155.8722861,3402.954155,107.3729179,3159.370973,69.95862194,3213.814794,125.0849495,3176.734782,45.41881412,3244.47342,98.40640345,3290.678114,102.7564248,3329.105441,72.89581814,3331.306136,93.6305574,3133.978452,22.01491249,3186.734456,62.60416916,3402.238995,169.8234356,3377.139227,155.136655,3404.844915,121.0198789,3293.499041,71.64529578,3323.17416,189.6732346,3244.026378,65.62450291,3180.089769,73.69189772,3139.406857,71.40624076,3224.00316,82.5654234,208.8619913,6.863406102,3189.21863,88.11307334,3290.429082,140.553237,3092.353597,52.11842165,3226.929497,94.01582576,3221.679563,51.70464667,3286.184214,36.43736759,3406.249507,148.740294,3370.103775,129.5580836,1572.324123,228.0693534,3049.615582,44.94869572,3428.88621,124.3304294,3202.469927,81.88810165,3347.783783,173.2004113,3369.893033,199.9373361,3485.152944,176.7461425,3403.367027,177.0297571,3134.257886,47.63481856
4.333,3172.21011,99.69453745,3186.609801,95.78989035,3263.144607,118.1219331,3241.418791,141.726443,3419.464178,111.4056911,3173.674397,95.2596416,3217.717536,125.5530343,3162.856638,40.74365779,3232.596903,78.07452326,3293.758292,107.5293711,3316.918768,83.34177749,3343.011834,99.80992816,3199.978813,129.4290094,3177.177031,45.54420939,3383.633627,175.0891539,3387.332816,155.7369333,3406.862403,105.8835653,3286.801123,63.4153376,3345.126484,202.1163373,3233.289856,64.46682524,3180.547242,72.18653465,3140.393347,66.12735399,3223.981398,80.95561655,215.6020216,15.20710988,3202.796987,112.0918125,3299.888085,138.3183328,3076.312323,41.16439094,3249.704101,74.36357075,3225.211255,43.64556943,3281.704244,43.76497548,3388.626854,147.7273861,3364.168911,140.586544,1473.413413,55.93245292,3042.516353,49.39018293,3429.675726,115.9676116,3203.492153,81.94581316,3345.217665,150.2874425,3374.841621,200.3873777,3474.891121,187.5494148,3408.209536,177.2013186,3136.195192,36.07315367
4.667,3153.880614,80.10498452,3188.593709,109.1236785,3265.762142,129.8488179,3240.610592,164.3012951,3428.520525,141.0595203,3158.732461,82.00296949,3230.150582,144.1876001,3177.911181,52.14720498,3220.008811,66.81666249,3291.79555,116.8253716,3323.880585,77.03852622,3353.655662,95.18297004,3184.860509,108.9605628,3165.547718,47.72746534,3373.712811,147.2004554,3387.822509,145.8515071,3392.053296,108.7465463,3284.33838,77.44956124,3364.615205,214.9990713,3234.7781,70.32581574,3166.131475,63.27314953,3137.883857,72.39398243,3224.218567,99.20078897,238.2620176,59.46015132,3202.276242,100.3471194,3309.001205,113.189045,3079.109626,49.46264595,3252.304497,96.39525468,3232.111878,52.65514329,3291.182497,25.56692189,3411.746053,143.7477067,3368.59631,134.9107266,1668.99939,417.8947391,3055.130056,46.87419502,3420.251798,117.4103464,3222.411084,66.86414585,3394.617168,208.4559764,3357.220046,144.279756,3478.273332,170.7146225,3435.188678,178.7085405,3153.801136,54.66600994
5,3169.171185,111.5015538,3182.89849,112.9426671,3258.434719,142.7075724,3253.001418,180.4621699,3435.698798,149.0728342,3158.869251,76.27283635,3218.07707,131.4280803,3182.63065,46.95393796,3211.118624,62.99477665,3294.116462,109.1356788,3322.714242,84.71865829,3336.273254,110.5588611,3145.259919,122.3483837,3168.355061,43.90285727,3365.685898,138.0085652,3376.204695,158.2530624,3393.964925,104.488377,3288.274175,80.06323573,3392.60246,224.0398571,3231.931485,66.68333909,3167.511323,54.50413991,3141.935948,90.66085908,3231.366198,90.56531459,235.3525643,54.25944353,3218.279454,113.3617913,3334.737611,116.4569385,3083.206935,59.02804207,3251.06918,94.49083296,3237.744863,50.26332939,3297.230552,30.0877619,3421.10225,139.7064226,3369.004683,128.0603864,1539.844322,149.1339884,3050.172106,39.87351059,3406.036853,100.8074566,3244.038942,81.30930907,3358.969676,142.4851767,3376.591548,163.253007,3519.331494,193.3937142,3463.918832,203.2032759,3139.815681,58.83844035
5.333,3177.81565,100.9021014,3185.08892,120.1336175,3284.661967,133.8913355,3249.411399,187.2169227,3433.725826,144.0721522,3150.771754,71.36496392,3217.018384,128.9873292,3177.934021,55.85369588,3203.228437,57.99494587,3293.969403,107.4704504,3331.985412,82.26746484,3358.678955,114.8191003,3130.148246,97.14886405,3157.522579,36.16289194,3347.241508,124.3236323,3395.008089,147.3599858,3387.694335,99.21334158,3284.440551,78.82482967,3413.754549,253.5986688,3220.681919,54.53072554,3173.37572,57.49085418,3142.910677,70.70986177,3217.701475,93.8359113,238.4354699,59.9856151,3214.787354,114.2534301,3326.189424,119.63377,3070.985095,43.46772903,3252.449471,99.06321834,3239.735935,52.46898245,3298.762683,42.44927591,3425.676048,133.5959659,3376.869839,126.3643082,1856.044552,768.1653173,3056.322293,39.02272306,3430.38308,111.1299905,3221.030297,46.06464072,3353.667874,136.7591541,3406.208552,165.4213037,3523.319825,176.2452939,3478.960008,212.5133849,3157.07572,47.56704808
5.667,3159.609535,93.39797283,3193.176357,109.2129731,3281.291724,129.8896566,3264.452956,170.3682652,3445.131635,158.1879802,3147.884874,81.67088918,3222.431982,131.2286841,3165.209619,66.24875266,3205.189894,52.99267662,3307.409719,116.5396169,3328.836099,85.59463059,3341.422521,117.604839,3125.548224,105.3537394,3175.831813,41.20494783,3340.234436,108.5605837,3383.179609,141.5039532,3379.164223,101.3181289,3281.107435,76.06813417,3420.770942,241.3946359,3224.175896,58.21429006,3169.299829,73.17665054,3145.983305,75.78233865,3258.47839,162.6815543,251.323838,84.05257372,3221.705608,106.2032928,3342.972578,137.4021499,3076.012277,59.03667707,3250.942063,95.71908589,3233.511548,37.41943712,3311.377915,37.49748217,3440.730464,115.8875985,3383.029966,120.2738327,1449.293588,68.72151402,3062.475608,15.91301876,3408.882835,92.08867699,3255.300542,85.46861161,3364.059299,106.4714677,3420.025938,133.6907356,3524.457605,147.4750135,3469.055481,175.6301904,3150.967154,48.27104592
6,3172.136262,115.3764018,3188.08892,115.9365593,3288.432059,155.1882418,3271.73043,200.8799756,3438.949464,180.8849745,3145.19746,75.36820052,3215.674677,125.9229771,3168.379898,62.69040271,3198.176878,65.971456,3294.756339,124.2504583,3331.939428,91.07027404,3348.379272,115.4370737,3112.654462,90.43681423,3166.202398,35.82277277,3330.156308,105.2410407,3380.05506,147.4855254,3385.992847,93.47306458,3281.09161,65.1210378,3422.664068,265.0805939,3214.407314,65.48957225,3169.632409,53.74217615,3141.997785,77.89654868,3276.562051,189.2655718,278.6951327,139.697906,3227.65267,106.915339,3335.221006,139.4355778,3068.692469,54.32834874,3247.638624,90.72666591,3266.813341,37.82811406,3308.567181,31.10124243,3458.091379,111.2679998,3404.373652,103.9884043,1687.213428,429.8269807,3061.571028,10.74974831,3390.099162,85.11074227,3250.486957,30.19606261,3399.551561,119.7653373,3428.356665,71.05683962,3550.259984,156.8215044,3485.198997,186.0736228,3149.277495,41.39646043
6.333,3174.133328,131.4193448,3181.25996,115.7857166,3285.871944,137.4849253,3265.531404,198.3005143,3443.084353,162.6766304,3135.611804,75.66858912,3214.526049,124.6862297,3166.863044,61.45517335,3194.46328,61.05507005,3298.124535,129.7655994,3322.730724,85.78588937,3341.304866,139.9572092,3104.347392,67.97640638,3159.767011,31.52193778,3314.496475,91.05649288,3377.821945,160.3547361,3381.618384,116.9002134,3291.461258,76.2056824,3434.204776,264.3612309,3225.034557,54.20304045,3164.69923,45.94521727,3140.552885,85.76833675,3294.854895,202.6134351,289.6038612,161.0818704,3229.499261,117.9149159,3345.715212,140.195528,3064.144584,45.36959641,3233.035582,71.4870352,3269.885574,49.3345303,3311.757491,31.57431289,3462.934998,102.9677444,3408.669852,96.29593117,1687.185047,423.3705222,3056.581867,24.57276917,3412.498168,71.79818313,3275.754563,76.39357338,3381.687086,108.4420975,3477.34053,145.7851681,3571.807077,117.9315654,3539.484917,203.7516085,3143.563416,41.92015376
6.667,3175.884799,128.7671802,3198.332124,118.2397147,3278.212289,166.7309401,3249.507972,186.1834771,3446.142617,175.1496831,3136.976439,73.50750446,3219.50939,117.9763911,3172.258677,48.82402557,3197.562312,71.43004513,3305.143056,126.5732727,3318.850204,87.9215342,3362.302822,128.8919246,3101.427278,58.73336024,3156.046867,42.77426957,3306.879968,67.47509593,3378.765612,157.3121508,3383.765893,115.9111979,3280.188082,74.68201582,3437.669149,272.0501437,3221.94014,38.64306877,3165.451384,50.20621495,3145.095877,99.84562582,3298.776061,217.69639,382.897889,346.7987535,3230.726599,103.5911107,3348.290163,133.3805998,3058.990502,63.59653021,3238.302513,85.14427496,3258.061208,47.08746056,3334.475192,50.19779627,3456.721706,75.02877524,3422.72114,74.78375715,1517.763707,87.07094305,3068.596091,22.28519579,3409.969368,79.07520041,3250.3164,48.80986237,3409.844405,151.0750782,3483.464322,118.6894094,3586.68675,108.9242967,3537.649827,213.3763753,3163.509107,45.52907115
7,3177.86863,131.017408,3197.005305,115.2047925,3285.035686,149.2485882,3268.87623,205.4321134,3453.323286,178.3295747,3131.698746,64.46552924,3220.494958,133.4580271,3179.36199,47.74936708,3206.488185,78.36361518,3301.630856,133.4814593,3327.747606,104.3950516,3348.578058,124.2272761,3107.514256,80.57987902,3152.991664,26.98592277,3314.204117,68.29313158,3376.737181,160.3865171,3386.178064,123.9986709,3285.881735,81.64807113,3443.002706,271.8983909,3212.249249,52.02327424,3169.201351,61.86459019,3133.25282,90.35134058,3291.910297,207.6935065,212.7769476,9.504025272,3261.068008,119.7888122,3356.718167,128.6147594,3056.913481,65.34365383,3229.841534,72.46694149,3271.785104,69.1864441,3338.093131,50.23289178,3483.915655,66.75584466,3446.935478,61.73252116,1781.816088,592.1880186,3060.208598,28.50376017,3403.320641,82.38322491,3293.935869,41.42076018,3459.363766,101.3653233,3505.527903,68.22596646,3641.204175,104.7534107,3591.963197,226.5908878,3160.980477,31.89748097
7.333,3168.921794,112.3837827,3196.252412,134.0038766,3289.502401,164.9815557,3280.909625,221.2090739,3459.584789,187.6318089,3138.309995,84.71953491,3216.630586,139.3178724,3182.483418,71.65281447,3220.906845,86.26717809,3302.839572,136.3676504,3324.763785,105.1299538,3355.006467,129.1693964,3093.038186,65.54906773,3162.39894,39.63580534,3309.117363,74.76107572,3380.616767,169.9262904,3383.094833,134.7801624,3278.037749,87.74635939,3438.485858,276.9657694,3204.456917,57.38411156,3162.223091,36.76888566,3154.187872,90.970327,3311.751608,224.3239859,207.0071421,9.596849749,3270.233766,113.4004967,3365.096924,135.6411316,3071.907679,53.72167631,3224.063228,75.2957385,3283.586069,53.32108783,3345.808978,60.05139121,3505.007508,62.16060004,3462.073851,63.202457,1672.011934,376.4978739,3065.975358,10.47310585,3385.894913,96.62894379,3342.207661,63.76307541,3455.563345,87.31772891,3543.954415,116.5877266,3676.64776,42.11962449,3646.308004,249.4241007,3170.810757,27.22047352
7.667,3159.354832,126.2094137,3196.326012,132.6491935,3297.546264,175.3551875,3271.368916,215.0786355,3461.591311,198.4474377,3122.392398,74.33081481,3218.037335,139.9214552,3179.054977,49.66617468,3222.184747,94.88035681,3307.550689,143.4944386,3333.930804,105.2125719,3353.228861,137.4671723,3089.709325,72.47547739,3160.012586,33.9354572,3302.115831,73.83219444,3388.504135,157.9869084,3369.776102,129.2754692,3281.752361,78.82039951,3441.900465,274.242466,3197.607961,57.13055196,3155.514811,53.14455731,3170.001769,107.1512398,3326.540256,229.6040886,210.8819785,6.351596041,3288.39558,130.183732,3374.197578,127.9576655,3057.019,53.66987349,3229.472354,64.13935343,3287.421718,76.92680034,3364.479711,86.58447153,3527.912998,71.84871981,3482.065796,54.5563595,1647.110465,317.2678962,3091.043818,12.60332119,3401.881346,74.20597786,3364.866946,40.35380735,3469.087405,169.9612894,3587.910944,107.4876558,3721.962824,45.45478096,3720.14854,310.707795,3168.92253,18.31772937
8,3179.99115,139.4456534,3221.069518,142.6935776,3302.070862,179.1117655,3285.317231,240.9903557,3462.776358,201.4842081,3126.616427,77.87187061,3220.503602,138.9651093,3177.630753,65.33100736,3232.046621,113.0269378,3313.036748,140.7397131,3321.63623,123.4960584,3349.749463,150.03702,3089.744773,56.86412054,3139.857157,41.87727178,3279.664927,64.74777353,3395.222134,160.0414663,3387.037834,119.6780439,3281.704216,80.30174073,3442.849548,277.9145681,3212.953235,57.75891085,3153.779363,46.83751541,3161.035038,113.5632073,3350.701055,216.7951001,288.7294646,153.6447929,3320.919509,170.4998957,3388.944247,132.3986968,3070.65734,60.21220542,3235.62381,49.85153764,3293.492497,83.34188937,3382.527807,115.7510156,3547.666798,87.0516778,3519.709941,49.86760831,1933.593216,881.0640413,3090.216124,25.5944731,3396.473533,57.67148994,3352.457564,57.79875583,3543.113561,119.4665346,3652.078369,122.8131894,3790.281919,36.97552497,3840.187244,398.9442767,3166.656878,38.71594743
8.333,3169.622729,118.8996074,3218.6002,157.6335693,3311.673218,195.0742144,3281.056278,226.2459239,3465.621632,202.2882043,3120.38499,59.76687946,3234.018546,133.2143735,3167.521218,55.95741907,3262.81285,146.5138555,3304.675956,135.7583191,3331.225377,112.4804539,3354.93238,141.5903188,3088.951558,60.46240873,3152.23861,27.25181235,3287.165492,52.4987799,3395.605446,153.0936633,3392.172995,132.2718347,3289.526045,84.46692388,3448.410717,288.012316,3204.389877,58.46440727,3147.412392,59.36850541,3170.489134,101.9806776,3348.394889,216.344934,221.7467141,19.80024306,3342.841471,178.1355094,3384.954383,113.8588109,3062.505495,47.04207024,3238.035185,42.69946402,3300.965753,102.7615081,3419.000742,131.3788981,3590.030791,125.0354969,3542.852729,73.0444035,1878.997133,749.3831577,3090.849533,54.36875431,3397.799547,73.74708108,3415.050116,59.67625558,3583.170535,145.3453596,3663.547645,139.4853826,3793.871058,56.79259819,3987.649375,484.3683372,3181.270102,28.84238652
8.667,3193.886995,153.1601392,3186.009601,139.1077428,3332.464058,222.5103441,3282.1371,230.8717409,3466.508145,212.8599905,3130.974685,80.83406686,3233.169868,135.5118335,3176.63194,66.11900692,3280.798119,210.8081608,3313.229776,139.9795252,3332.84606,119.887195,3353.217794,146.3759785,3081.786941,55.03719327,3140.847102,21.13765654,3304.152322,45.75280558,3378.173516,162.2129457,3388.168306,130.988521,3289.182349,85.79387525,3450.194782,284.6930517,3220.400293,56.4613415,3149.651395,54.50774565,3193.319294,124.5172008,3373.993354,204.484911,241.7444621,57.73527991,3381.186608,207.5546393,3396.723409,113.4705979,3075.011751,63.90097935,3235.872619,64.47369811,3336.756764,134.4453258,3428.055968,177.8321542,3622.818178,196.9985439,3567.092459,111.2792212,2228.930988,1452.520813,3096.786871,61.73399155,3388.35036,100.1846787,3369.548247,120.2535537,3594.278656,145.8780107,3691.046852,210.3485767,3868.337824,47.95273186,4160.320026,578.4821958,3184.215297,28.6547784
9,3159.234036,116.5753719,3213.779,162.0086892,3338.45334,227.8021865,3284.37862,223.2955641,3485.924519,233.0355287,3127.079004,79.12031154,3228.318562,145.7867612,3167.770783,63.95229334,3321.49984,255.7101609,3313.133917,147.2875864,3336.188143,126.6116696,3357.538591,164.5327887,3075.02455,61.4298759,3141.756601,27.05805184,3284.058339,57.15938344,3389.466602,158.3219542,3389.477997,135.9330646,3276.87609,74.47549439,3458.303802,289.9947916,3212.453524,59.79410078,3152.100572,55.98939144,3210.957034,139.3884068,3393.375464,226.1553328,311.2664235,194.5580083,3427.434179,262.876221,3420.338879,112.6576178,3056.845025,66.6066504,3238.503704,58.9208727,3340.540312,165.927498,3466.394272,226.7506277,3669.999485,263.8902287,3608.124455,148.7946237,1829.92242,644.5242687,3110.737035,82.96675882,3386.126994,59.24215338,3419.102955,120.8982463,3624.635515,192.9756937,3797.036076,254.0722907,3952.333404,80.26278142,4413.073123,866.6428638,3204.839616,27.71663413
9.333,3185.587416,151.1611421,3197.483594,128.575876,3345.210629,251.5767907,3288.706258,241.4629574,3484.846083,226.1134278,3117.345112,60.51546649,3228.885679,137.8258951,3173.524963,53.53946778,3318.670176,263.4102086,3312.146337,151.9616338,3343.984771,127.6292189,3356.677105,158.9803168,3073.022259,47.61065529,3149.368647,33.47160565,3301.923554,35.16029269,3404.420724,152.4955958,3389.527196,115.8059268,3290.504522,78.34993774,3470.180213,302.2744384,3214.47517,58.42254713,3143.312066,34.95456826,3208.431667,136.3047727,3389.432488,213.2940522,254.2031611,76.62795351,3505.483643,352.7519376,3430.705542,112.733864,3058.706218,60.48901559,3228.412963,59.51347159,3356.22861,190.5804421,3505.015329,280.7349927,3721.480495,353.6796113,3655.066644,200.1725083,1818.750266,604.8750351,3118.308464,100.4624847,3359.007005,57.03572263,3485.091645,140.4225012,3714.78978,156.202796,3827.441212,286.2470271,4005.113286,105.5753875,4582.078707,1010.764427,3204.807244,49.89004556
9.667,3160.560474,109.9338142,3201.859138,169.6065902,3371.682969,289.1424246,3297.412107,256.1085354,3498.515791,250.5123782,3130.540401,68.4524373,3226.603315,168.4236072,3178.112712,61.95345256,3344.804883,314.3393774,3314.996883,150.299508,3348.941136,133.9134273,3368.769303,162.4719652,3068.144313,34.99928224,3146.338252,26.89012172,3301.832338,43.84088683,3397.398949,149.7666926,3379.703487,138.3918124,3292.198808,77.36420849,3482.440328,305.3925975,3231.090708,72.71633029,3146.565908,48.93456898,3223.677341,153.8933866,3410.68746,197.1143014,262.349975,89.18184388,3557.917821,403.6293973,3442.917569,112.5119425,3063.52719,60.97202162,3217.501852,64.3328144,3384.369277,217.6821952,3550.398254,333.3857984,3790.146748,464.2774065,3709.840189,260.2224281,1673.262628,298.4758688,3161.616824,122.2686954,3383.44932,53.92228913,3535.255544,111.7302074,3745.356287,184.097977,3932.277657,296.039169,4052.523515,138.9966074,4803.813177,1299.698738,3233.580568,54.69340496
10,3189.096043,170.8919778,3206.36655,149.4753123,3363.422292,281.4669244,3309.445232,257.7266911,3493.833746,256.9489087,3120.026371,77.95480733,3227.343865,153.2774131,3170.773525,79.64407384,3406.829587,387.576402,3314.960063,150.9582795,3343.974044,123.6872338,3365.589584,159.1924462,3065.710849,50.13008188,3133.856243,28.05401699,3312.321927,34.10037468,3398.343708,141.9854919,3390.31,124.3691773,3296.36475,79.4519401,3471.845504,306.7256487,3226.384381,61.38192045,3147.184099,46.74582959,3258.682688,169.6651571,3445.45111,199.0900153,228.6664733,18.50517266,3626.872199,492.8749188,3472.642337,126.577532,3068.623092,67.68826495,3226.244709,68.67924958,3395.143299,269.4959327,3628.017194,424.2353863,3867.940671,566.5796719,3754.09802,321.0478574,1782.922109,502.7088652,3175.06821,165.3953422,3367.273669,96.26306198,3610.380723,208.7621569,3809.931022,254.2618489,4014.703312,360.5267485,4152.828334,159.7207018,4917.249105,1511.582197,3236.90619,80.15836754
10.333,3187.804569,145.6120688,3236.660116,185.3048406,3391.077494,312.3358044,3293.288021,244.0477128,3501.685126,264.6283498,3122.073657,87.63371459,3236.782232,171.0735875,3174.900497,64.30968285,3400.387061,381.9535322,3333.409967,155.2311323,3356.963745,133.9907291,3375.63591,174.9525958,3070.197717,58.09565265,3128.068554,34.42635593,3310.473066,40.04564252,3404.273836,141.5166551,3395.445161,136.3717627,3304.643225,76.34865983,3501.116508,310.2647504,3222.73444,74.54037457,3153.672909,50.59125498,3268.986868,164.5980498,3472.895744,218.9468027,215.9281998,11.14105344,3713.684549,589.7972318,3498.930289,150.733492,3070.081746,54.230849,3232.482275,60.31144632,3436.059365,322.8106159,3696.457294,515.5015818,3971.117444,705.0461293,3817.337484,396.6305688,1705.23606,342.0697857,3208.447459,185.8738527,3346.809377,90.94819934,3653.87623,161.3276449,3917.495743,284.7171226,4113.375593,427.1984939,4277.473409,171.616051,5274.696173,1862.069777,3259.515965,62.83212522
10.667,3205.487529,184.9193214,3206.749238,148.8185834,3377.744563,307.8217528,3309.561145,263.085068,3513.808844,267.257788,3133.312195,79.64602406,3228.284012,167.0944126,3171.123395,65.52705265,3464.911528,465.8838638,3331.711493,163.3396746,3357.759767,133.6335131,3377.627016,168.9451713,3211.379916,296.639659,3131.396402,41.85746532,3305.211368,37.32852202,3410.566326,143.7605337,3393.301707,123.8261106,3314.498137,91.16575545,3501.248377,313.4327142,3213.820208,42.54956447,3146.577371,49.84633604,3310.661243,209.8087056,3497.822515,229.4124092,249.9447558,54.13998318,3767.225433,604.6689745,3540.895096,148.1475909,3098.163768,77.75368548,3222.963757,71.36816951,3489.941749,376.6494085,3793.046749,624.1884557,4092.863731,860.7230797,3882.562903,505.1952398,2734.878783,2364.536472,3244.748914,224.4740478,3384.723603,48.12668511,3706.295407,253.9151589,3920.25928,371.647797,4228.143519,479.4075245,4358.050478,237.32945,5636.373245,2286.655571,3245.44832,109.1220863
11,3180.99628,166.3193499,3237.762671,194.301393,3432.522548,380.6834349,3326.347056,287.3246734,3524.543527,276.5730114,3111.308028,81.15347001,3243.470046,153.6582698,3178.682451,69.26776081,3459.906503,465.4608505,3330.553317,148.9807438,3361.135089,140.1684886,3383.854467,176.1634602,3250.400161,276.7643676,3134.755332,30.27854099,3316.192502,39.99527061,3415.319412,131.1880128,3410.036552,118.4676546,3315.315119,89.28668329,3516.316499,343.5643601,3228.863737,36.44892452,3143.133869,51.8739368,3306.250746,186.0003142,3548.299865,253.9014435,273.6050256,99.07488839,3844.91847,684.7168359,3584.81252,204.7825063,3115.413002,77.41710342,3221.461772,58.48811454,3518.506321,460.0934472,3893.901429,752.1564809,4229.120443,1073.336293,3993.98217,597.2902029,2299.514244,1479.855697,3258.71678,266.6640949,3376.420324,41.27524282,3812.61883,246.8057301,4138.505315,456.6024775,4342.761729,549.1139369,4469.577139,256.2015786,6200.378527,3148.688733,3287.40783,97.91871434
11.333,3217.031286,204.5281865,3240.273975,178.3453099,3432.414314,366.7357892,3317.597767,265.226081,3528.631279,299.3444629,3122.432722,89.33054952,3220.460276,159.0453414,3181.789428,81.2542162,3445.996537,472.8169144,3332.446783,153.6874071,3346.545942,159.7453623,3371.027911,171.2711404,3257.871169,274.4491594,3135.172539,26.17838464,3314.432745,31.31682843,3424.873707,142.6226926,3407.526703,116.8654609,3318.653933,86.54001123,3517.823286,303.2667229,3230.432354,53.31620267,3145.95918,52.05464577,3365.117189,235.957436,3605.237839,323.4600277,343.5836633,232.4030115,3951.174043,798.0500165,3629.10904,224.6897633,3090.921336,83.25911867,3229.590476,75.01774665,3561.16027,554.880896,4006.484059,912.4606944,4376.908087,1292.21198,4064.461937,717.549244,1620.289435,136.4914063,3287.320541,315.983053,3375.56039,46.58466202,3843.378315,313.6223161,4091.633177,372.5157659,4469.25851,664.5278614,4607.66747,300.8115197,6384.745054,3304.007621,3285.105749,118.8336785
